conabio_id,clave_original,tipo_alimento,food_type,descripcion_alimento,food_description,procedencia,referencias_ids,taxon_id,taxon,categoria,estatus,fuente,nombre_autoridad,cites,Ácido ascórbico,Ácido  láurico,Ácido araquídico,Ácido aspártico,Ácido behénico,Ácido Butírico,Ácido caprico,Ácido caprílico,Ácido caproico,Ácido cis-10-heptadecanoico,Ácido cis-11-eicosenoico,Ácido cis-11;14-eicosatrienoico,Ácido cis-11;14;17-eicosatrienoico,Ácido elaídico,Ácido esteárico,Ácido glutámico,Ácido heneicosanoico,Ácido heptadecanoico,Ácido lignocérico,Ácido linoleico,Ácido linolénico,Ácido mirístico,Ácido oleico,Ácido palmítico,Ácido palmitoleico,Ácido pentadecanoico,Ácido tricosanoico,Ácido undecanoico,Ácido y-linolénico,Ácidos grasos saturados,Alanina,Almidón,Aminoácidos aromáticos totales,Aminoácidos azufrados totales,Arginina,Azúcares,Beta carotenos,Calcio,Carotenos,Cenizas,Cisteína,Cobre,Colesterol,Energía,Extracto etéreo,Fenilalanina,Fibra bruta,Fibra dietaria insoluble,Fibra dietaria total,Fósforo,Glicina,Hidratos de carbono,Hierro,Histidina,Humedad,Isoleucina,Lactosa,Leucina,Lisina,Litio,Magnesio,Manganeso,Metionina,Niacina,Polisacáridos no amiláceos insolubles,Polisacáridos no amiláceos totales,Porción comestible,Potasio,Prolina,Proteína bruta,Riboflavina (Vitamina B2),Selenio,Serina,Sodio,Tiamina (Vitamina B1),Tirosina,Treonina,Triptófano,Valina,Vitamina A,Zinc,Similar abajo?,Similar arriba?,Check for similar items,Columnas sin macro o micronutrientes,Columnas con macro o micronutrientes
3103,305,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Pollo (Tinga) - Little Whims Pambazo With Chicken (Tinga),Little Whims Pambazo With Chicken (Tinga),"Alcaldía Gustavo A. Madero 2, Lindavista Sur, San Bartolo Atepehuacan. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37 g,,,,205.75 kcal,6.99 g,,0.23 g,,,,,21.67 g,,,61.8 g,,,,,,,,,,,,,,,7.95 g,,,,393.8 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
3104,7930,VARIOS,MISCELLANEOUS,Antojitos Quesadillas De Cacaxtla - Little Whims Quesadillas From Cacaxtla,Little Whims Quesadillas From Cacaxtla,Tlaxcala,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.61 mg,,2.11 g,,0 mg,,203 kcal,8.73 g,,0.61 g,,,,,20.88 g,2.56 mg,,57.57 g,,,,,,11.75 mg,,,,,,,73.69 mg,,10.1 g,0.26 mg,,,94.33 mg,0.19 mg,,,,,,0.66 mg,FALSO,FALSO,Valor único,65,16
3105,13,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Champiñón - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Tlalpan I, Belisario Domínguez, Sección XVI. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32 g,,,,166.93 kcal,5.13 g,,0.3 g,,,,,24.05 g,,,65.3 g,,,,,,,,,,,,,,,3.88 g,,,,33.87 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3106,89,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Champiñón - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Gustavo A. Madero 1, La Raza, Arenal, Vallejo Poniente. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37 g,,,,214.74 kcal,12.48 g,,0.49 g,,,,,21.71 g,,,60 g,,,,,,,,,,,,,,,3.93 g,,,,268.03 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3107,99,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Champiñón - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Gustavo A. Madero 2, Lindavista Sur, San Bartolo Atepehuacan. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72 g,,,,148.83 kcal,2.88 g,,1.2 g,,,,,25.84 g,,,62.5 g,,,,,,,,,,,,,,,5.89 g,,,,299.38 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3108,180,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Champiñón - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Iztapalapa 1, Leyes de Reforma 1a. Sección,Barrio San Miguel. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33 g,,,,161.29 kcal,3.38 g,,1.05 g,,,,,25.73 g,,,64.7 g,,,,,,,,,,,,,,,3.85 g,,,,198.16 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3109,214,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Champiñón - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Iztapalapa 2, Juan Escutia. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37 g,,,,221.71 kcal,9.78 g,,2.15 g,,,,,25.53 g,,,56.8 g,,,,,,,,,,,,,,,4.38 g,,,,440.6 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
311,2426,BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Concentrado Para Preparar Bebidas Jamaica - Beverage Base Roselle Syrup,Beverage Base Roselle Syrup,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.21 mg,,0.9 g,,,,243 kcal,0.2 g,,,,,,,61.83 g,,,37 g,,,,,,,,,,,,1%,281.5 mg,,0.07 g,,,,56.97 mg,,,,,,,,FALSO,FALSO,Valor único,71,10
3110,247,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Champiñón - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Benito Juárez 1, Portales Norte, Portales Sur. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44 g,,,,157.21 kcal,3.5 g,,1.07 g,,,,,22.39 g,,,67.4 g,,,,,,,,,,,,,,,4.23 g,,,,190.7 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
3111,141,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Hongos - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Cuajimalpa 1, El Molino, Rosa Torres. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86 g,,,,263.7 kcal,11.45 g,,0.36 g,,,,,21.92 g,,,53.3 g,,,,,,,,,,,,,,,10.12 g,,,,444.29 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3112,161,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Hongos - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Cuajimalpa 2, Cuajimalpa, El Yaqui, Jesús del Monte. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37 g,,,,177.33 kcal,9.7 g,,0.48 g,,,,,21.06 g,,,61.8 g,,,,,,,,,,,,,,,4.56 g,,,,404.1 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3113,301,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Hongos - Little Whims Quesadilla With Mushroom,Little Whims Quesadilla With Mushroom,"Alcaldía Benito Juárez 2, Letrán Valle,Vertiz Narvarte, Nápoles. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74 g,,,,186.69 kcal,5.77 g,,0.82 g,,,,,23.17 g,,,64.7 g,,,,,,,,,,,,,,,3.8 g,,,,576.47 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
3114,46,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Hongos Con Queso - Little Whims Quesadilla With Mushroom and Cheese,Little Whims Quesadilla With Mushroom and Cheese,"Alcaldía Tlalpan II, Lomas de Padierna, Héroes de Padierna. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27 g,,,,226.5 kcal,12.1 g,,0.45 g,,,,,22.38 g,,,58.3 g,,,,,,,,,,,,,,,4.47 g,,,,446.49 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
3115,15,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Papa - Little Whims Quesadilla With Potato,Little Whims Quesadilla With Potato,"Alcaldía Tlalpan I, Belisario Domínguez, Sección XVI. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75 g,,,,168.06 kcal,3.15 g,,0.61 g,,,,,29.58 g,,,61 g,,,,,,,,,,,,,,,3.89 g,,,,265.46 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3116,48,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Papa - Little Whims Quesadilla With Potato,Little Whims Quesadilla With Potato,"Alcaldía Tlalpan II, Lomas de Padierna, Héroes de Padierna. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18 g,,,,160.51 kcal,2.84 g,,0.78 g,,,,,28.2 g,,,63.4 g,,,,,,,,,,,,,,,3.62 g,,,,30.49 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3117,91,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Papa - Little Whims Quesadilla With Potato,Little Whims Quesadilla With Potato,"Alcaldía Gustavo A. Madero 1, La Raza, Arenal, Vallejo Poniente. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26 g,,,,288.84 kcal,19.19 g,,0.21 g,,,,,20.97 g,,,55.4 g,,,,,,,,,,,,,,,2.99 g,,,,222.5 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3118,98,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Papa - Little Whims Quesadilla With Potato,Little Whims Quesadilla With Potato,"Alcaldía Gustavo A. Madero 2, Lindavista Sur, San Bartolo Atepehuacan. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32 g,,,,257.01 kcal,8.48 g,,0.51 g,,,,,36.43 g,,,48.8 g,,,,,,,,,,,,,,,4.44 g,,,,170.58 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3119,211,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Papa - Little Whims Quesadilla With Potato,Little Whims Quesadilla With Potato,"Alcaldía Iztapalapa 2, Juan Escutia. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41 g,,,,167.6 kcal,5.9 g,,0.71 g,,,,,22.23 g,,,66.4 g,,,,,,,,,,,,,,,3.35 g,,,,151.95 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
312,2427,BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Concentrado Para Preparar Bebidas Sabor Limón - Beverage Base Lemon-Flavored Syrup,Beverage Base Lemon-Flavored Syrup,,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04 g,,,,248 kcal,0.2 g,,,,,,,63.22 g,,,36.5 g,,,,,,,,,,,,1%,,,0.04 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
3120,237,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Papa - Little Whims Quesadilla With Potato,Little Whims Quesadilla With Potato,"Alcaldía Benito Juárez 1, Portales Norte, Portales Sur. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11 g,,,,186.3 kcal,5.07 g,,0.33 g,,,,,31.1 g,,,59 g,,,,,,,,,,,,,,,3.41 g,,,,184.06 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3121,274,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Papa - Little Whims Quesadilla With Potato,Little Whims Quesadilla With Potato,"Alcaldía Benito Juárez 2, Letrán Valle,Vertiz Narvarte, Nápoles. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63 g,,,,160.15 kcal,2.55 g,,0.79 g,,,,,26.55 g,,,65.4 g,,,,,,,,,,,,,,,3.04 g,,,,534.72 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
3122,130,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Papa Con Queso Manchego - Little Whims Quesadilla With Potato And Cheese,Little Whims Quesadilla With Potato And Cheese,"Alcaldía Cuajimalpa 1, El Molino, Rosa Torres. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65 g,,,,275.41 kcal,12.31 g,,0.19 g,,,,,27.79 g,,,48 g,,,,,,,,,,,,,,,9.04 g,,,,414.68 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
3123,293,VARIOS,MISCELLANEOUS,"Antojitos Quesadilla De Papa Con Queso Y Chorizo - Little Whims Quesadilla With Potato, Cheese And Sausage","Little Whims Quesadilla With Potato, Cheese And Sausage","Alcaldía Cuajimalpa 2, Cuajimalpa, El Yaqui, Jesús del Monte. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96 g,,,,186.99 kcal,4.79 g,,1.06 g,,,,,26.12 g,,,61.7 g,,,,,,,,,,,,,,,4.35 g,,,,390.03 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3124,179,VARIOS,MISCELLANEOUS,"Antojitos Quesadilla De Papa Con Queso Y Chorizo - Little Whims Quesadilla With Potato, Cheese And Sausage","Little Whims Quesadilla With Potato, Cheese And Sausage","Alcaldía Iztapalapa 1, Leyes de Reforma 1a. Sección,Barrio San Miguel. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35 g,,,,191.13 kcal,5.44 g,,0.31 g,,,,,27.05 g,,,62.2 g,,,,,,,,,,,,,,,3.64 g,,,,323.33 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
3125,16,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Tlalpan I, Belisario Domínguez, Sección XVI. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91 g,,,,194.65 kcal,4.16 g,,0.63 g,,,,,23.03 g,,,60.4 g,,,,,,,,,,,,,,,9.83 g,,,,421.26 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3126,88,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Gustavo A. Madero 1, La Raza, Arenal, Vallejo Poniente. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25 g,,,,240.62 kcal,15.91 g,,0.28 g,,,,,21.77 g,,,41.1 g,,,,,,,,,,,,,,,19.72 g,,,,192.55 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3127,100,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Gustavo A. Madero 2, Lindavista Sur, San Bartolo Atepehuacan. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49 g,,,,185.98 kcal,2.57 g,,0.42 g,,,,,21.35 g,,,61.8 g,,,,,,,,,,,,,,,12.41 g,,,,284.81 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3128,140,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Cuajimalpa 1, El Molino, Rosa Torres. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96 g,,,,317.41 kcal,13.28 g,,0.11 g,,,,,19.51 g,,,44.4 g,,,,,,,,,,,,,,,19.77 g,,,,435.94 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3129,159,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Cuajimalpa 2, Cuajimalpa, El Yaqui, Jesús del Monte. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83 g,,,,186.3 kcal,10.19 g,,0.37 g,,,,,16.56 g,,,60.3 g,,,,,,,,,,,,,,,10.72 g,,,,275.06 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
313,2428,BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Concentrado Para Preparar Bebidas Sabor Mandarina - Beverage Base Tangerine-Flavored Syrup,Beverage Base Tangerine-Flavored Syrup,,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 g,,,,233 kcal,0.2 g,,,,,,,59.1 g,,,40.4 g,,,,,,,,,,,,1%,,,0.2 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
3130,182,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Iztapalapa 1, Leyes de Reforma 1a. Sección,Barrio San Miguel. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39 g,,,,170.1 kcal,2.32 g,,2.12 g,,,,,20.07 g,,,65.3 g,,,,,,,,,,,,,,,8.81 g,,,,296.6 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3131,212,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Iztapalapa 2, Juan Escutia. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43 g,,,,217.55 kcal,7.17 g,,0.77 g,,,,,21.38 g,,,58.4 g,,,,,,,,,,,,,,,10.82 g,,,,183.89 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3132,239,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Benito Juárez 1, Portales Norte, Portales Sur. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41 g,,,,220.38 kcal,2.05 g,,0.43 g,,,,,27.61 g,,,53.6 g,,,,,,,,,,,,,,,14.88 g,,,,33.06 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3133,277,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo - Little Whims Quesadilla With Chicken,Little Whims Quesadilla With Chicken,"Alcaldía Benito Juárez 2, Letrán Valle,Vertiz Narvarte, Nápoles. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74 g,,,,176.72 kcal,2.6 g,,0.12 g,,,,,17.36 g,,,64.5 g,,,,,,,,,,,,,,,13.63 g,,,,260.92 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
3134,45,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Pollo (Tinga) - Little Whims Quesadilla With Chicken (Tinga),Little Whims Quesadilla With Chicken (Tinga),"Alcaldía Tlalpan II, Lomas de Padierna, Héroes de Padierna. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62 g,,,,230.08 kcal,10.66 g,,0.3 g,,,,,21.12 g,,,57.8 g,,,,,,,,,,,,,,,8.48 g,,,,313.87 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
3135,14,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Tlalpan I, Belisario Domínguez, Sección XVI. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79 g,,,,276.3 kcal,9.1 g,,0.44 g,,,,,24.63 g,,,46.6 g,,,,,,,,,,,,,,,17.47 g,,,,339.47 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3136,49,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Tlalpan II, Lomas de Padierna, Héroes de Padierna. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18 g,,,,302.43 kcal,10.52 g,,0.36 g,,,,,26.79 g,,,47.8 g,,,,,,,,,,,,,,,12.34 g,,,,345.56 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3137,90,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Gustavo A. Madero 1, La Raza, Arenal, Vallejo Poniente. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36 g,,,,359.46 kcal,19.11 g,,0.23 g,,,,,23.67 g,,,40.2 g,,,,,,,,,,,,,,,14.46 g,,,,348.12 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3138,97,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Gustavo A. Madero 2, Lindavista Sur, San Bartolo Atepehuacan. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2 g,,,,328.02 kcal,16.12 g,,0.18 g,,,,,24.52 g,,,43.4 g,,,,,,,,,,,,,,,13.55 g,,,,245 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3139,139,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Cuajimalpa 1, El Molino, Rosa Torres. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82 g,,,,360.47 kcal,18.32 g,,0.12 g,,,,,21.54 g,,,39.9 g,,,,,,,,,,,,,,,16.3 g,,,,592.68 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
314,2429,BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Concentrado Para Preparar Bebidas Tipo Sangría - Beverage Base Sangría-Type Syrup,Beverage Base Sangría-Type Syrup,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9 g,,,,231 kcal,0.3 g,,,,,,,58.6 g,,,40.2 g,,,,,,,,,,,,1%,260.5 mg,,0 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
3140,157,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Cuajimalpa 2, Cuajimalpa, El Yaqui, Jesús del Monte. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32 g,,,,352.31 kcal,16.31 g,,0.36 g,,,,,27.39 g,,,39 g,,,,,,,,,,,,,,,13.66 g,,,,561.6 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3141,178,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Iztapalapa 1, Leyes de Reforma 1a. Sección,Barrio San Miguel. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36 g,,,,275.13 kcal,9.94 g,,0.42 g,,,,,30.27 g,,,49.6 g,,,,,,,,,,,,,,,8.37 g,,,,216.51 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3142,210,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Iztapalapa 2, Juan Escutia. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03 g,,,,305.86 kcal,12.8 g,,0.3 g,,,,,23.05 g,,,44.9 g,,,,,,,,,,,,,,,15.95 g,,,,430.41 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3143,241,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Benito Juárez 1, Portales Norte, Portales Sur. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98 g,,,,279.98 kcal,11.35 g,,0.37 g,,,,,27.12 g,,,47 g,,,,,,,,,,,,,,,12.16 g,,,,171.27 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3144,272,VARIOS,MISCELLANEOUS,Antojitos Quesadilla De Queso - Little Whims Quesadilla With Cheese,Little Whims Quesadilla With Cheese,"Alcaldía Benito Juárez 2, Letrán Valle,Vertiz Narvarte, Nápoles. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66 g,,,,283 kcal,11.59 g,,0.28 g,,,,,21.69 g,,,51.3 g,,,,,,,,,,,,,,,12.5 g,,,,171.27 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
