conabio_id,clave_original,tipo_alimento,food_type,descripcion_alimento,food_description,procedencia,referencias_ids,taxon_id,taxon,categoria,estatus,fuente,nombre_autoridad,cites,Ácido ascórbico,Ácido  láurico,Ácido araquídico,Ácido aspártico,Ácido behénico,Ácido Butírico,Ácido caprico,Ácido caprílico,Ácido caproico,Ácido cis-10-heptadecanoico,Ácido cis-11-eicosenoico,Ácido cis-11;14-eicosatrienoico,Ácido cis-11;14;17-eicosatrienoico,Ácido elaídico,Ácido esteárico,Ácido glutámico,Ácido heneicosanoico,Ácido heptadecanoico,Ácido lignocérico,Ácido linoleico,Ácido linolénico,Ácido mirístico,Ácido oleico,Ácido palmítico,Ácido palmitoleico,Ácido pentadecanoico,Ácido tricosanoico,Ácido undecanoico,Ácido y-linolénico,Ácidos grasos saturados,Alanina,Almidón,Aminoácidos aromáticos totales,Aminoácidos azufrados totales,Arginina,Azúcares,Beta carotenos,Calcio,Carotenos,Cenizas,Cisteína,Cobre,Colesterol,Energía,Extracto etéreo,Fenilalanina,Fibra bruta,Fibra dietaria insoluble,Fibra dietaria total,Fósforo,Glicina,Hidratos de carbono,Hierro,Histidina,Humedad,Isoleucina,Lactosa,Leucina,Lisina,Litio,Magnesio,Manganeso,Metionina,Niacina,Polisacáridos no amiláceos insolubles,Polisacáridos no amiláceos totales,Porción comestible,Potasio,Prolina,Proteína bruta,Riboflavina (Vitamina B2),Selenio,Serina,Sodio,Tiamina (Vitamina B1),Tirosina,Treonina,Triptófano,Valina,Vitamina A,Zinc,Similar abajo?,Similar arriba?,Check for similar items,Columnas sin macro o micronutrientes,Columnas con macro o micronutrientes
105,2822,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY","Chocolate Dulce, Para Mesa - Chocolate Sweet, For Beverages","Chocolate Sweet, For Beverages",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.73 mg,,0.9 g,,0 mg,,,,,,,,,,,,,0.2 g,,,,,,,,,,,,1%,,,,,,,47.87 mg,,,,,,,1.21 mg,FALSO,FALSO,Valor único,74,7
1050,1063,FRUTAS,FRUITS,Peron - Golden,Golden,Puebla,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02 mg,9 mg,,0.5 g,,,,,,,,,,15 mg,,,0.66 mg,,83.4 g,,,,,,,,,0.15 mg,,,0.70%,,,0.25 g,0.02 mg,,,,0.04 mg,,,,,,,FALSO,FALSO,Valor único,70,11
1051,1073,FRUTAS,FRUITS,Piña - Pineapple,Pineapple,Veracruz,['5'],,,,,,,,10.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04 mg,57 mg,,0.5 g,,,,33 kcal,0.12 g,,0.39 g,,,12 mg,,8.37 g,0.52 mg,,90 g,,,,,,,,,0.16 mg,,,0.53%,,,0.62 g,0.04 mg,,,,0.04 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,65,16
1052,1074,FRUTAS,FRUITS,Piña - Pineapple,Pineapple,Veracruz,['5'],,,,,,,,41.1 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18 mg,13 mg,,0.3 g,,,,,,,,,,5 mg,,,0.41 mg,,88.5 g,,,,,,,,,0.18 mg,,,0.53%,,,0.5 g,0.03 mg,,,,0.11 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,69,12
1053,1075,FRUTAS,FRUITS,Piña - Pineapple,Pineapple,"México, Distrito Federal","['2,34,35']",,,,,,,,30.6 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08 mg,,,,,,1.1 g,1.2 g,,,,,,,,,,,,,,,,,,0.53%,,,,,,,,,,,,,,0.52 mg,VERDADERO,VERDADERO,Posibles valores repetidos,75,6
1054,1076,FRUTAS,FRUITS,Piña - Pineapple,Pineapple,,"['38,39']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8 g,1.2 g,0.53%,,,,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,77,4
1055,1064,FRUTAS,FRUITS,Piña Concentrado - Pineapple Concentrated,Pineapple Concentrated,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6 g,,,,232 kcal,0 g,,0 g,,,,,64.8 g,,,34.5 g,,,,,,,,,,,,1%,,,0.1 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1056,1065,FRUTAS,FRUITS,Piña Jarabe - Pineapple Syrup,Pineapple Syrup,,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.13 mg,,0.5 g,,,,228 kcal,0.4 g,,,,,,,62.46 g,,,36.6 g,,,,,,253.8 mg,,,,,,1%,,,0.04 g,,,,,,,,,,,,FALSO,FALSO,Valor único,71,10
1057,1066,FRUTAS,FRUITS,Piña Jugo - Pineapple Juice,Pineapple Juice,,['5'],,,,,,,,5.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,50 mg,,0.4 g,,,,56 kcal,0.07 g,,0 g,,,5 mg,,13.92 g,1.57 mg,,85.3 g,,,,,,,,,0.1 mg,,,1%,,,0.31 g,0.02 mg,,,,0.02 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,65,16
1058,1067,FRUTAS,FRUITS,Piña Jugo - Pineapple Juice,Pineapple Juice,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 g,,,,44 kcal,0.1 g,,0.3 g,,,,,12 g,,,87.5 g,,,,,,,,,,,,1%,,,0.1 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1059,1068,FRUTAS,FRUITS,Piña Jugo - Pineapple Juice,Pineapple Juice,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 g,,,,42 kcal,0.1 g,,0.3 g,,,,,11.3 g,,,88 g,,,,,,,,,,,,1%,,,0.2 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
106,6291,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Chocolate En Barra - Chocolate Bar,Chocolate Bar,,['36'],,,,,,,,,,,12.65 g / 100 g proteína,,,,,,,,,,,,11.6 g / 100 g proteína,,,,,,,,,,,,,,,5.85 g / 100 g proteína,,9.19 g / 100 g proteína,,5.67 g / 100 g proteína,1.9 g,,,,1.4 g,,,,616.3 kcal,45.5 g,5.22 g / 100 g proteína,1 g,,,,4.76 g / 100 g proteína,48.9 g,,2.64 g / 100 g proteína,0.4 g,4.3 g / 100 g proteína,,7.08 g / 100 g proteína,4.9 g / 100 g proteína,,,,,,,,1%,,4.53 g / 100 g proteína,2.8 g,0.07 mg,,5.19 g / 100 g proteína,,0.19 mg,3.97 g / 100 g proteína,4.84 g / 100 g proteína,,6.83 g / 100 g proteína,,,FALSO,FALSO,Valor único,54,27
1060,1069,FRUTAS,FRUITS,Piña Jugo - Pineapple Juice,Pineapple Juice,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2 g,,,,46 kcal,0 g,,0 g,,,,,11.6 g,,,87 g,,,,,,,,,,,,1%,,,0.3 g,,,,,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
1061,1070,FRUTAS,FRUITS,Piña Jugo - Pineapple Juice,Pineapple Juice,,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 g,,,,43 kcal,0.1 g,,0.2 g,,,,,11.6 g,,,87.6 g,,,,,,,,,,,,1%,,,0.2 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,72,9
1062,1071,FRUTAS,FRUITS,Piña Jugo - Pineapple Juice,Pineapple Juice,,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1 g,,,,224 kcal,0.1 g,,0.4 g,,,,,60.6 g,,,36.2 g,,,,,,,,,,,,1%,,,1.6 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,72,9
1063,1072,FRUTAS,FRUITS,Piña Jugo - Pineapple Juice,Pineapple Juice,,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3 g,,,,4 kcal,0.9 g,,0.3 g,,,,,59.5 g,,,36.3 g,,,,,,,,,,,,1%,,,1.7 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,72,9
1064,13527,FRUTAS,FRUITS,"Piña, trozos en jugo de piña - Pineapple Chunks In Pineapple Juice",Pineapple Chunks In Pineapple Juice,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 g,,,,0.21 g,,,,33.11 kcal,0.14 g,,0.05 g,,1.25 g,,,7.41 g,,,9.1 g,,,,,,,,,,,,,,,1.09 g,,,,26.54 mg,,,,,,,,FALSO,FALSO,Valor único,71,10
1065,1080,FRUTAS,FRUITS,Pitahaya - Cereus,Cereus,Hidalgo,['5'],,,,,,,,25.8 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,5 mg,,0.5 g,,,,54 kcal,0.11 g,,2.1 g,,,15 mg,,13.55 g,0.75 mg,,82.3 g,,,,,,,,,0.37 mg,,,0.45%,,,1.44 g,0.13 mg,,,,0.11 mg,,,,,,,FALSO,FALSO,Valor único,65,16
1066,1077,FRUTAS,FRUITS,Pitahaya Amarilla - Cereus Yellow,Cereus Yellow,Quintana Roo,['36'],,,,,,,,7.34 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 g,,8.26 mg,,0.6 g,,27.77 mg,,49 kcal,1.2 g,,1.4 g,,,,,9.8 g,,,85.9 g,,,,,,253.4 mg,0.2 mg,,,,,0.45%,,,1.1 g,,,,137.9 mg,,,,,,558.44 U.I.,,FALSO,FALSO,Valor único,65,16
1067,1078,FRUTAS,FRUITS,Pitahaya Blanca - Cereus White,Cereus White,Yucatán,['5'],,,,,,,,13.7 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2 g,0 mg,17 mg,,0.8 g,,,,44 kcal,0.97 g,,1.38 g,,,34 mg,,8.25 g,2.9 mg,,86.6 g,,,,,,,,,0.22 mg,,,0.45%,,,2 g,0.04 mg,,,,0.04 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,64,17
1068,1079,FRUTAS,FRUITS,Pitahaya Blanca - Cereus White,Cereus White,Quintana Roo,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5 mg,,0.9 g,,36.6 mg,,41 kcal,0.9 g,,1.2 g,,,,,8.3 g,,,87.5 g,,,,,,272.6 mg,0.2 mg,,,,,0.45%,,,1.2 g,,,,52 mg,,,,,,7400.79 U.I.,,FALSO,VERDADERO,Posibles valores repetidos,66,15
1069,1081,FRUTAS,FRUITS,Pitahaya Rosa - Cereus Rose,Cereus Rose,Yucatán,['5'],,,,,,,,9.5 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,12 mg,,0.7 g,,,,45 kcal,0.82 g,,3.26 g,,,25 mg,,9.47 g,1.98 mg,,84.5 g,,,,,,,,,0.26 mg,,,0.45%,,,1.25 g,0.05 mg,,,,0.06 mg,,,,,,,FALSO,FALSO,Valor único,65,16
107,6292,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Chocolate En Forma De Figura - Chocolate Figure Shape,Chocolate Figure Shape,,['36'],,,,,,,,,,,10.57 g / 100 g proteína,,,,,,,,,,,,15.17 g / 100 g proteína,,,,,,,,,,,,,,,4.11 g / 100 g proteína,,9.61 g / 100 g proteína,,3.76 g / 100 g proteína,3.1 g,,,,1.5 g,,,,616.4 kcal,45.6 g,4.59 g / 100 g proteína,1.1 g,,,,4.19 g / 100 g proteína,46.4 g,,2.58 g / 100 g proteína,0.3 g,4.26 g / 100 g proteína,,7.36 g / 100 g proteína,5.01 g / 100 g proteína,,,,,,,,1%,,4.75 g / 100 g proteína,5.1 g,,,5.15 g / 100 g proteína,,,5.02 g / 100 g proteína,4.22 g / 100 g proteína,,6.42 g / 100 g proteína,,,FALSO,FALSO,Valor único,56,25
1070,1082,FRUTAS,FRUITS,Pitahaya Solferina - Cereus Solferino,Cereus Solferino,Quintana Roo,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9 g,,12.8 mg,,0.7 g,,21.9 mg,,57 kcal,0.7 g,,0.9 g,,,,,13.5 g,,,83.4 g,,,,,,170.9 mg,0.3 mg,,,,,0.45%,,,0.8 g,,,,62.5 mg,,,,,,6704.95 U.I.,,FALSO,FALSO,Valor único,65,16
1071,1095,FRUTAS,FRUITS,Platano - Banana,Banana,"México, Distrito Federal","['2,34,35']",,,,,,,,333.7 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26 mg,,,,,,1.6 g,2 g,,,,,,,,,,,,,,,,,,0.68%,,,,,,,,,,,,,,0.54 mg,FALSO,FALSO,Valor único,75,6
1072,9209,FRUTAS,FRUITS,"Platano Amarillo Con Pequitas, Variedad Enano Gigante Chiapas - Banana Enano Gigante Chiapas Variety (Yellow Freckled)",Banana Enano Gigante Chiapas Variety (Yellow Freckled),,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67 g,,,,91.41 kcal,0.45 g,,1.27 g,,,,,21.21 g,,,75.77 g,,,,,,,,,,,,,,,0.63 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1073,2640,FRUTAS,FRUITS,"Platano Concentrado, Para Preparar Bebidas - Banana Concentrate For Beverages",Banana Concentrate For Beverages,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 g,,,,202 kcal,0.7 g,,0.3 g,,,,,49.6 g,,,48.2 g,,,,,,,,,,,,1%,,,0.7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1074,1083,FRUTAS,FRUITS,Platano Curro O Enano - Banana Curro Or Enano,Banana Curro Or Enano,Yucatán,['5'],,,,,,,,6.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07 mg,9 mg,,1 g,,,,52 kcal,0.02 g,,2.67 g,,,17 mg,,12.89 g,1.3 mg,,81.8 g,,,,,,,,,0.59 mg,,,0.60%,,,1.62 g,0.04 mg,,,,0.03 mg,,,,,,,FALSO,FALSO,Valor único,65,16
1075,1084,FRUTAS,FRUITS,Platano Dominico - Banana Dominican,Banana Dominican,Tabasco,['5'],,,,,,,,35.6 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 mg,,0.9 g,,,,,0.2 g,,,,,25 mg,,,0.91 mg,,66.4 g,,,,,,,,,0.77 mg,,,0.54%,,,1.81 g,0.14 mg,,,,0.11 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,69,12
1076,1085,FRUTAS,FRUITS,Platano Dominico - Banana Dominican,Banana Dominican,Veracruz,['5'],,,,,,,,10.3 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33 mg,15 mg,,1.3 g,,,,95 kcal,0.2 g,,0.75 g,,,22 mg,,24.67 g,1.79 mg,,71.6 g,,,,,,,,,0.58 mg,,,0.54%,,,1.5 g,0.01 mg,,,,0.05 mg,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,65,16
1077,13743,FRUTAS,FRUITS,Plátano Dominico - Banana Dominican,Banana Dominican,,['36'],,,,,,,,0.566 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.26 g,,5.84 mg,,0.78 g,,0 mg,,123.4 kcal,0.17 g,,0.06 g,,8.17 g,,,25.18 g,0 mg,,72.1 g,,,,,,32.58 mg,,,0.1 mg,,,,350.29 mg,,1.71 g,0.01 mg,,,0 mg,,,,,,,0 mg,FALSO,FALSO,Valor único,62,19
1078,13744,FRUTAS,FRUITS,Plátano Enano Gigante - Giant Dwarf Banana,Giant Dwarf Banana,,['36'],,,,,,,,0.6 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36 g,,5.19 mg,,0.94 g,,0 mg,,107.46 kcal,0.18 g,,0.1 g,,2.27 g,,,23.06 g,0 mg,,74.1 g,,,,,,32.87 mg,,,0.08 mg,,,,359.21 mg,,1.62 g,0.01 mg,,,0 mg,,,,,,,0 mg,FALSO,FALSO,Valor único,62,19
1079,1086,FRUTAS,FRUITS,Platano Guineo - Banana Guinea,Banana Guinea,Morelos,['5'],,,,,,,,9.3 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19 mg,17 mg,,1.3 g,,,,64 kcal,0.12 g,,0.18 g,,,29 mg,,16.89 g,5.18 mg,,80.7 g,,,,,,,,,0.53 mg,,,0.54%,,,0.81 g,0.01 mg,,,,0.03 mg,,,,,,,FALSO,FALSO,Valor único,65,16
108,2823,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Chocolate En Tableta - Chocolate Bar,Chocolate Bar,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.91 mg,,1.4 g,,0 mg,,,,,,,,,,,,,0.4 g,,,,,,,,,,,,1%,,,,,,,64.54 mg,,,,,,,1.27 mg,FALSO,FALSO,Valor único,74,7
1080,13318,FRUTAS,FRUITS,Plátano Harina Con Soya - Banana Flour With Soy,Banana Flour With Soy,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.65 mg,,3.87 g,,,,,12.69 g,,3.65 g,,,207.19 mg,,53.71 g,,,5.5 g,,,,,,222.83 mg,,,0.03 mg,,,,1601.2 mg,,21.08 g,0 mg,,,30.86 mg,,,,,,,,FALSO,FALSO,Valor único,68,13
1081,1087,FRUTAS,FRUITS,Platano Macho - Banana Plantain,Banana Plantain,Veracruz,['5'],,,,,,,,16 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89 mg,17 mg,,1 g,,,,126 kcal,0.18 g,,0.39 g,,,54 mg,,33.58 g,1.41 mg,,63.6 g,,,,,,,,,0.43 mg,,,0.54%,,,1.25 g,0.05 mg,,,,0.15 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,65,16
1082,1088,FRUTAS,FRUITS,Platano Macho - Banana Plantain,Banana Plantain,Veracruz,['5'],,,,,,,,12.5 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9 mg,12 mg,,0.8 g,,,,133 kcal,0.2 g,,0.4 g,,,44 mg,,35.33 g,2.15 mg,,62.1 g,,,,,,,,,0.37 mg,,,0.54%,,,1.17 g,0.02 mg,,,,0.08 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,65,16
1083,1089,FRUTAS,FRUITS,Platano Macho - Banana Plantain,Banana Plantain,Veracruz,"['5,38,39']",,,,,,,,10.6 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 g,,,,21.1 g,0.28 mg,10 mg,,0.8 g,,,,,,,,,,34 mg,,,0.55 mg,,78.6 g,,,,,,,,,0.65 mg,0.9 g,2.9 g,0.54%,,,,0.05 mg,,,,0.03 mg,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,66,15
1084,13742,FRUTAS,FRUITS,Plátano Macho - Banana Plantain,Banana Plantain,,['36'],,,,,,,,0.601 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.86 g,,3.83 mg,,1.01 g,,0 mg,,143.77 kcal,0.18 g,,0.09 g,,2.69 g,,,31.53 g,0 mg,,65.5 g,,,,,,39.97 mg,,,0.1 mg,,,,406.43 mg,,1.69 g,0.03 mg,,,0 mg,,,,,,,0 mg,FALSO,FALSO,Valor único,62,19
1085,1090,FRUTAS,FRUITS,Platano Manila - Banana Manila,Banana Manila,Tabasco,['5'],,,,,,,,15 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mg,11 mg,,0.9 g,,,,97 kcal,0.25 g,,0.45 g,,,19 mg,,24.85 g,1.02 mg,,71.8 g,,,,,,,,,0.43 mg,,,0.54%,,,1.75 g,0.07 mg,,,,0.17 mg,,,,,,,FALSO,FALSO,Valor único,65,16
1086,1091,FRUTAS,FRUITS,Platano Manzano - Banana Manzano,Banana Manzano,Yucatán,['5'],,,,,,,,13.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01 mg,8 mg,,0.9 g,,,,96 kcal,0.62 g,,0.23 g,,,44 mg,,24.25 g,1.29 mg,,73 g,,,,,,,,,0.7 mg,,,0.54%,,,1 g,0.04 mg,,,,0.05 mg,,,,,,,FALSO,FALSO,Valor único,65,16
1087,1092,FRUTAS,FRUITS,Platano Morado - Banana Purple,Banana Purple,Tabasco,['5'],,,,,,,,11.3 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12 mg,10 mg,,0.9 g,,,,87 kcal,0.28 g,,0.36 g,,,8 mg,,22.08 g,0.75 mg,,74.7 g,,,,,,,,,0.55 mg,,,0.54%,,,1.68 g,0.1 mg,,,,0.2 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,65,16
1088,1093,FRUTAS,FRUITS,Platano Morado - Banana Purple,Banana Purple,Veracruz,['5'],,,,,,,,4.9 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04 mg,12 mg,,0.7 g,,,,82 kcal,0.28 g,,0.35 g,,,4 mg,,20.96 g,0.98 mg,,76.6 g,,,,,,,,,0.31 mg,,,0.54%,,,1.16 g,0.01 mg,,,,0.3 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,65,16
1089,1094,FRUTAS,FRUITS,Platano Morado - Banana Purple,Banana Purple,Yucatán,['5'],,,,,,,,8.1 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17 mg,19 mg,,0.9 g,,,,85 kcal,0.18 g,,0.43 g,,,19 mg,,20.29 g,2.52 mg,,75.2 g,,,,,,,,,0.44 mg,,,0.54%,,,3 g,0.08 mg,,,,0.06 mg,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,65,16
109,2300,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Chocolate Figura Conejo - Chocolate Bunny,Chocolate Bunny,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4 g,,,,1.7 g,,,,585 kcal,40.3 g,,0.5 g,,,,,50.7 g,,,0.3 g,,,,,,,,,,,,1%,,,6.5 g,0.13 mg,,,,0.01 mg,,,,,,,FALSO,FALSO,Valor único,70,11
1090,9208,FRUTAS,FRUITS,"Platano Natural, Amarillo Canario, Variedad Enano Gigante Chiapas - Banana Enano Gigante Chiapas Variety (Fresh Bright Yellow)",Banana Enano Gigante Chiapas Variety (Fresh Bright Yellow),,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76 g,,,,79 kcal,0.34 g,,2.2 g,,,,,20.65 g,,,75.08 g,,,,,,,,,,,,,,,0.47 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1091,9207,FRUTAS,FRUITS,"Platano Natural, Amarillo, Puntas Verdes Variedad Enano Gigante Chiapas - Banana Enano Gigante Chiapas Variety (Fresh Yellow, Green-Edged)","Banana Enano Gigante Chiapas Variety (Fresh Yellow, Green-Edged)",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82 g,,,,75 kcal,0.45 g,,4.6 g,,,,,19.3 g,,,74.6 g,,,,,,,,,,,,,,,0.5 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1092,1096,FRUTAS,FRUITS,Platano Roatán O Bárbaro - Banana Plantain,Banana Plantain,Yucatán,['5'],,,,,,,,14.8 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mg,15 mg,,0.8 g,,,,112 kcal,0.51 g,,2.98 g,,,26 mg,,28.67 g,1.12 mg,,65.6 g,,,,,,,,,0.54 mg,,,0.68%,,,1.44 g,0.04 mg,,,,0.06 mg,,,,,,,FALSO,FALSO,Valor único,65,16
1093,1097,FRUTAS,FRUITS,Platano Tabasco - Banana Tabasco,Banana Tabasco,Chiapas,['5'],,,,,,,,17.5 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95 mg,7 mg,,0.8 g,,,,,,,,,,40 mg,,,0.93 mg,,60.2 g,,,,,,,,,0.52 mg,,,0.68%,,,,0.02 mg,,,,0.05 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,70,11
1094,1098,FRUTAS,FRUITS,Platano Tabasco - Banana Tabasco,Banana Tabasco,Yucatán,['5'],,,,,,,,10.6 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14 mg,31 mg,,0.8 g,,,,92 kcal,0.43 g,,0.3 g,,,26 mg,,21.17 g,6.26 mg,,75.8 g,,,,,,,,,0.88 mg,,,0.68%,,,1.5 g,0.05 mg,,,,0.03 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,65,16
1095,1099,FRUTAS,FRUITS,Platano Tabasco - Banana Tabasco,Banana Tabasco,Tabasco,['5'],,,,,,,,16.1 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07 mg,7 mg,,0.9 g,,,,84 kcal,0.19 g,,0.42 g,,,26 mg,,21.96 g,0.96 mg,,75.4 g,,,,,,,,,0.28 mg,,,0.68%,,,1.13 g,0.07 mg,,,,0.1 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,65,16
1096,1100,FRUTAS,FRUITS,Platano Tabasco - Banana Tabasco,Banana Tabasco,,['5'],,,,,,,,8.7 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 mg,6 mg,,0.9 g,,,,87 kcal,0.22 g,,0.27 g,,,22 mg,,22.78 g,1.07 mg,,74.9 g,,,,,,,,,0.42 mg,,,0.68%,,,0.93 g,0.02 mg,,,,0.04 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,65,16
1097,1101,FRUTAS,FRUITS,Platano Tabasco - Banana Tabasco,Banana Tabasco,,"['2,20']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 mg,,,,,,,,,,,,,,0.68%,,,,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,79,2
1098,1102,FRUTAS,FRUITS,Ramon - Breadnut,Breadnut,Yucatán,['5'],,,,,,,,28.1 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64 mg,45 mg,,0.9 g,,,,52 kcal,0.48 g,,1.22 g,,,36 mg,,10.9 g,0.82 mg,,84 g,,,,,,,,,0.78 mg,,,,,,2.5 g,1.52 mg,,,,0.05 mg,,,,,,,FALSO,FALSO,Valor único,66,15
